,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,latitude_dd,longitude_dd,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,hcollect_method_id,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,hwm_label,files,height_above_gnd,hwm_notes,uncertainty,hwm_uncertainty,peak_summary_id,elev_m
88,32.48842,-80.31854,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,,,,Marker,Phone/Car GPS,NAD83,Noel Hurley,Noel Hurley,SCCOL18006,"Edisto Beach, SC 1205 Palmetto Boulevard",,,SC,Colleton County,,No,32.48842,-80.31854,16547,Atlantic Ocean,18006,135,5,1,8 x 8 wood post under carport/left side of shower at 1205 Palmetto Boulevard,32.48842,-80.31854,2016-10-14T05:00:00,8.1,,,N/A,,4,3,Coastal,2016-10-09T05:00:00,1.0,2,1501,1501,no_label,[],0.85,,0.1256,0.05,,2.46888
89,34.6865,-77.120075,Matthew October 2016,Vegetation line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Phone/Car GPS,NAD83,Jordan Johnson,Jordan Johnson,NCONS18007,"Swansboro, NC at the Corner of Front Street and Church285 Street. Power pole behind strip mall to the NE at ~30ft.",,,NC,Onslow County,,No,34.6865,-77.120075,16548,White Oak River/Pogue Sound,18007,135,4,3,"Located on a power pole to the SE of strip mall building ~30ft. 101 Church Street Swansboro, NC",34.6865,-77.120075,2016-10-14T04:00:00,4.1,2,6,N/A,1934,6,3,Coastal,2016-10-11T04:00:00,0.0,2,1738,1738,no_label,[],1.63,,0.23,0.2,,1.24968
90,30.731232,-81.54187,Matthew October 2016,Other (Note in Description box),Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Stake,Handheld GPS,NAD83,Paul Ankcorn,Paul Ankcorn,GACAM18008,Corner of Ashley and Norris Street.,,,GA,Camden County,,No,30.731232,-81.54187,16549,Atlantic,18008,135,9,3,Top of stake driven at wash line in flower bed behind residence.,30.731232,-81.54187,2016-10-11T04:00:00,6.7,2,6,N/A,,7,1,Coastal,2016-10-11T04:00:00,0.0,2,873,873,no_label,[],0.15,Home owner specifically asked not to publish or reference the address of residence.,0.2,0.2,,2.04216
91,33.91667,-78.01917,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Marker,Phone/Car GPS,NAD83,Samantha Snyder,Laura LaPolice,NCBRU12068,Southport Waterfront Park,,"South Atlantic, SWaTH",NC,Brunswick County,,No,33.916956,-78.017908,16550,Cape Fear River at AIW,12068,135,5,2,"NC-BRU-402. Seed line about half a foot off the ground on front (streetward) side of Riverside Motel, side closest to Oliver's restaurant. Seed line located under window and behind shrubs. 103 W Bay St.",33.91667,-78.01917,2016-10-14T04:00:00,6.0,2,6,N/A,1437,4,3,Coastal,2016-10-11T04:00:00,0.0,2,1361,1598,no_label,[],0.46,,0.115,0.1,,1.8288000000000002
92,31.10958558,-81.413454,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Phone/Car GPS,NAD83,Robert Forde,Robert Forde,GAGLY18010,Seedline on stairs of building. Golden Isles Carriage and Trail Center.,,,GA,Glynn County,,No,31.10958558,-81.413454,16552,DuBignon Creek,18010,135,5,1,"Seed line on Steps of Golden Isles Carriage and Trail Center. Back side of Building, Flagged with orange tape.",31.10958558,-81.413454,2016-10-12T04:00:00,6.71,2,6,N/A,,6,3,Riverine,2016-10-10T04:00:00,0.0,2,1592,1592,no_label,[],1.13,,0.06,0.03,,2.045208
93,36.01361,-75.68639,Matthew October 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,Stake,Phone/Car GPS,NAD83,Taylor Calloway,Dennis Adams,NCDAR18011,End of Walkabout Lane. Southern side of traffic circle.,,,NC,Dare County,,No,36.01361,-75.68639,16553,Albemarle Sound - Colington Creek,18011,135,2,3,Debris line on southwestern tip of point. Marked by stake with pink flagging on stake and nearby tree,36.01361,-75.68639,2016-10-14T04:00:00,3.2,2,6,N/A,1805,7,3,Coastal,2016-10-11T04:00:00,1.0,2,1578,1736,no_label,[],0.0,,0.06,,,0.9753600000000001
94,32.49425,-80.31028,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,,,,Marker,Phone/Car GPS,NAD83,Noel Hurley,Noel Hurley,SCCOL18012,"Edisto Beach, SC 519 Palmetto Boulevard",,,SC,Colleton County,,No,32.49425,-80.31028,16554,Atlantic Ocean,18012,135,5,1,519 Palmetto Boulevard right side of carport on silver power transformer,32.49425,-80.31028,2016-10-14T05:00:00,8.1,,,N/A,,4,3,Coastal,2016-10-09T05:00:00,1.0,2,1501,1501,no_label,[],2.33,,0.1256,0.05,,2.46888
95,34.20119,-77.79911,Matthew October 2016,Debris,VP: > 0.40 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Handheld GPS,WGS84 (from Digital Map),Chris Charles,Chris Charles,NCNEW18014,approx. 1/8 mile south from Blockade Runner Beach Resort on fence post. South of public beach access.,,,NC,New Hanover County,,No,34.20119,-77.79911,16555,Atlantic Ocean,18014,135,2,5,Debris line 1/4' above ground surface(sand) on fence post nearest the ocean on N side.,34.20119,-77.79911,2016-10-15T04:00:00,11.0,2,6,N/A,1910,6,1,Coastal,2016-10-11T04:00:00,1.0,4,1730,1730,no_label,[],0.3,Clear conditions,0.04,0.5,,3.3528000000000002
96,31.052226,-81.42128,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Phone/Car GPS,NAD83,Robert Forde,Robert Forde,GAGLY18015,Seed line under bridge of historic district trail.,,,GA,Glynn County,,No,31.052226,-81.42128,16556,Fancy Bluff Creek,18015,135,5,1,Seed line under Historic District Trail bridge. Near The Boat House Site historic marker. Flagged with orange tape.,31.052226,-81.42128,2016-10-12T04:00:00,6.7,2,6,N/A,,6,3,Coastal,2016-10-10T04:00:00,0.0,2,1592,1592,no_label,[],2.25,,0.06,0.04,,2.04216
97,36.01417,-75.69028,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail,Phone/Car GPS,NAD83,Taylor Calloway,Dennis Adams,NCDAR18013,"Crab shedders (large white tubs) behind Billy Seafood Grocery, on Colington Mobile Home Park driveway.",,,NC,Dare County,,No,36.01417,-75.69028,16557,Albemarle Sound - Colington Creek,18013,135,5,2,Fifth wooden leg of crab shedders (large white tubs) behind Billy's Seafood marked by nail with green washer and pink flagging.,36.01417,-75.69028,2016-10-14T04:00:00,2.6,2,6,N/A,1806,5,3,Coastal,2016-10-11T04:00:00,1.0,2,1578,1736,no_label,[],0.75,,0.06,,,0.7924800000000001
98,34.68614646,-77.12453429,Matthew October 2016,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Handheld GPS,NAD83,Jordan Johnson,Jordan Johnson,NCONS18016,Dock pylon located 20ft off of street at end of cul de sac. CAMA Public Water Access. Corner of Spring and Walnut Street.,,,NC,Onslow County,,No,34.68614646,-77.12453429,16558,Bogue Sound,18016,135,1,3,Dock pylon located 20ft off of street at end of cul de sac. CAMA Public Water Access. Corner of Spring and Walnut Street. Located on the closest dock post at intersection of Walnut and Spring. Flag located on the SW (coastal) side of the dock post.,34.68614646,-77.12453429,2016-10-14T04:00:00,3.2,2,6,N/A,1936,6,1,Coastal,2016-10-11T04:00:00,0.0,2,1738,1738,no_label,[],0.34,,0.23,0.2,,0.9753600000000001
99,32.49966,-80.30216,Matthew October 2016,Seed line,Good: +/- 0.10 ft,,,,Marker,Phone/Car GPS,NAD83,Noel Hurley,Noel Hurley,SCCOL18017,"Edisto Beach, SC 205 Palmetto Boulevard",,,SC,Colleton County,,No,32.49966,-80.30216,16559,Atlantic Ocean,18017,135,5,2,"In garage on left, back wall near right side of left door, 205 Palmetto Boulevard (house name Edisto Original)",32.49966,-80.30216,2016-10-14T05:00:00,9.2,,,N/A,,4,3,Coastal,2016-10-09T05:00:00,1.0,2,1501,1501,no_label,[],0.98,,0.1256,0.1,,2.80416
100,30.2106388888888,-81.4104166666666,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Darrell Lambeth,Paint,Map (digital or paper),WGS84 (from Digital Map),Corin Downs,Corin Downs,FLSTJ03115,Palm Valley Fish Camp,,South Atlantic,FL,St. Johns County,0,No,30.2106388888888,-81.4104166666666,16561,Intracoastal Waterway,3115,135,5,1,Seed line on fence at Lulu's Waterfront,30.2106388888888,-81.4104166666666,2016-10-10T04:00:00,5.382,2,2,N/A,2012,3,4,Coastal,2016-10-10T04:00:00,1.0,4,101,101,no_label,[],,Shot during levels run retrieving the data,,,2217,1.6404336
101,34.19239,-77.80564,Matthew October 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,,Handheld GPS,WGS84 (from Digital Map),Chris Charles,Chris Charles,NCNEW18020,Fence post on public Beach access immediately south of The Surf Suites 4th post from the Ocean flagged with survey tape,,,NC,New Hanover County,,No,34.19239,-77.80564,16563,Atlantic Ocean,18020,135,2,3,Debris line deposited on North side of fence post close to ground,34.19239,-77.80564,2016-10-15T04:00:00,10.4,2,6,N/A,1911,,1,Coastal,2016-10-11T04:00:00,0.0,4,1730,1730,no_label,[],0.15,Clear conditions,0.04,0.2,,3.1699200000000003
102,32.49912,-80.30293,Matthew October 2016,Seed line,Good: +/- 0.10 ft,,,,Marker,Phone/Car GPS,NAD83,Noel Hurley,Noel Hurley,SCCOL18021,"Edisto Beach, SC 213 Palmetto Boulevard",,,SC,Colleton County,,No,32.49912,-80.30293,16564,Atlantic Ocean,18021,135,5,2,"Left door frame transferred from inside storage room, 213 Palmetto Boulevard",32.49912,-80.30293,2016-10-14T05:00:00,9.4,,,N/A,,4,3,Coastal,2016-10-09T05:00:00,0.0,2,1501,1501,no_label,[],1.18,,0.1256,0.1,,2.86512
103,32.50239,-80.29849,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,,,,Marker,Phone/Car GPS,NAD83,Noel Hurley,Noel Hurley,SCCOL18023,"Edisto Beach, SC 115 Palmetto Boulevard",,,SC,Colleton County,,No,32.50239,-80.29849,16566,Atlantic Ocean,18023,135,5,1,Back door left rear (if facing house) 115 Palmetto Boulevard,32.50239,-80.29849,2016-10-14T05:00:00,8.2,,,N/A,,4,3,Coastal,2016-10-10T05:00:00,1.0,2,1501,1501,no_label,[],2.89,,0.1256,0.05,,2.49936
104,34.18719,-77.80978,Matthew October 2016,Debris,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Handheld GPS,WGS84 (from Digital Map),Chris Charles,Chris Charles,NCNEW18024,300' ESE of the intersection of Lumina st and Jack Parker blvd west of the Jetty wood fence post,,,NC,New Hanover County,,No,34.18719,-77.80978,16567,Atlantic Ocean,18024,135,2,3,debris line nea rbottom of fence post,34.18719,-77.80978,2016-10-15T04:00:00,8.5,2,6,N/A,1912,6,1,Coastal,2016-10-11T04:00:00,1.0,4,1730,1730,no_label,[],0.62,Clear conditions,0.04,0.2,,2.5908
105,32.50426,-80.29768,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,,,,Nail,Phone/Car GPS,NAD83,Noel Hurley,Noel Hurley,SCCOL18026,"Edisto Beach, SC 101 Jungle Road (Smugglers Attic)",,,SC,Colleton County,,No,32.50426,-80.29768,16568,Atlantic Ocean,18026,135,5,1,Seed line under carport at 101 Jungle Road,32.50426,-80.29768,2016-10-14T05:00:00,6.8,,,N/A,,5,3,Coastal,2016-10-09T05:00:00,1.0,2,1501,1501,no_label,[],0.7,,0.1256,0.05,,2.0726400000000003
106,30.72282,-81.55974,Matthew October 2016,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,NAD83,Paul Ankcorn,Paul Ankcorn,GACAM18028,Utility Pump station end of Seminole Ave,,,GA,Camden County,,No,30.72282,-81.55974,16570,unknown,18028,135,2,2,"HWM11-11. Marker line on flagged goat post of utility pump station. A faint line was marked, as well as a second (lower) but more defined line.",30.72282,-81.55974,2016-10-11T04:00:00,6.49,2,6,N/A,,4,3,Coastal,2016-10-11T04:00:00,0.0,2,873,873,no_label,[],,"A faint line was marked, as well as a second (lower) but more defined line. Both lines should be compared with HWM11-12. Residents told us that the water was calm.",0.2,0.1,,1.9781520000000001
107,33.57734,-78.99934,Matthew October 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,,Nail and HWM tag,Phone/Car GPS,NAD83,Philip Habermehl,Robert Forde,SCHOR18029,BUSINESSES ON ATLANTIC AVE (115 ? Atlantic Avenue),,,SC,Horry County,,No,33.57734,-78.99934,16572,ATLANTIC,18029,135,5,3,"EAST SIDE OF WOOD POST, WEST OF ENTRANCE TO GROCERY STORE SEPARATING BLUE/PINK BUILDINGS.",33.57734,-78.99934,2016-10-14T04:00:00,6.9,2,2,N/A,,6,3,Coastal,2016-10-10T04:00:00,0.0,2,1600,1592,no_label,[],2.16,"SC-HOR-0705A
Both HWM were surveyed in the same circuit.",0.0854,0.15,,2.10312
108,33.57724,-78.99897,Matthew October 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,,Marker,Phone/Car GPS,NAD83,Philip Habermehl,Robert Forde,SCHOR18029,BUSINESSES ON ATLANTIC AVE (115 ? Atlantic Avenue),,,SC,Horry County,,No,33.57734,-78.99934,16573,ATLANTIC,18029,135,5,3,"MARK ON EAST CORNER OF STUCCO SURROUND OF ENTRANCE TO BUSINESS,. FAMILY TIES RESTURANT",33.57724,-78.99897,2016-10-15T00:00:00,6.9,2,2,N/A,,4,3,Coastal,2016-10-11T00:00:00,0.0,2,1600,1592,no_label,[],1.23,SC-HOR-0705B,0.0854,0.15,,2.10312
109,31.15244,-81.54701,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Samantha Kephart,Samantha Kephart,GAGLY18030,Blithe Island Regional Park,,,GA,Glynn County,,No,31.15244,-81.54701,16575,South Brunswick River,18030,135,5,2,Good seed line transcribed to stake in ground beside boat hose building. Right side of boat ramp looking at water. Flagged and painted orange.,31.15244,-81.54701,2016-10-11T04:00:00,6.9,2,6,N/A,,7,3,Riverine,2016-10-10T04:00:00,0.0,2,1719,1719,no_label,[],1.0,Surveyed directly over HWM.,0.04,,,2.10312
110,34.68356456,-77.12902442,Matthew October 2016,Vegetation line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail,Handheld GPS,NAD83,Bobby Connor,Bobby Connor,NCONS18031,"Lot for sale @ end of cul-de-sac 298 Deer Island Rd. Swansboro, NC.",,,NC,Onslow County,,No,34.68356456,-77.12902442,16576,Bogue Sound,18031,135,4,3,"Lot for sale @ end of cul-de-sac 298 Deer Island Rd. Swansboro, NC. The marker is located on the due North side of the lot ~50 feet from cul-de-sac.",34.68356456,-77.12902442,2016-10-14T04:00:00,4.4,2,6,N/A,1937,5,1,Coastal,2016-10-11T04:00:00,0.0,2,1737,1737,no_label,[],0.0,,0.23,0.2,,1.34112
111,30.889491,-81.55843,Matthew October 2016,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,James Chapman,James Chapman,GACAM18034,"Good washline on East side of Union-Carbide Rd, apprx. 300ft South of bridge over Fancy Bluff Crk. Marked with stake and pink flagging.",,,GA,Camden County,,No,30.889491,-81.55843,16578,Fancy Bluff Crk,18034,135,2,4,"Good washline on East side of Union-Carbide Rd, apprx. 300ft South of bridge over Fancy Bluff Crk. Marked with stake and pink flagging.",30.889491,-81.55843,2016-10-12T04:00:00,5.79,2,6,N/A,,7,3,Coastal,2016-10-11T04:00:00,0.0,2,1722,1722,no_label,[],0.0,,0.07,0.4,,1.7647920000000001
112,33.56572,-79.02417,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Handheld GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO18037,311 Sunnyside Avenue,,,SC,Georgetown County,,No,33.56572,-79.02417,16582,Murrells Inlet,18037,135,5,1,311 Sunnyside Avenue on south side of residence behind stairway,33.56572,-79.02417,2016-10-12T04:00:00,7.5,2,6,N/A,,6,1,Coastal,2016-10-11T04:00:00,0.0,2,1381,1381,no_label,[],0.74,Ran levels from TBM to establish elevation of HWM.,0.0547,0.05,,2.286
113,33.86578,-78.51686,Matthew October 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),Gregg Hileman,Gregg Hileman,NCBRU18039,W end of W.Main street West side of sea wall,,,NC,Brunswick County,,No,33.86578,-78.51686,16584,Atlantic Ocean,18039,135,5,3,"Nail w/ green disk, west side of post in sea wall west of end of Main street .",33.86578,-78.51686,2016-10-13T04:00:00,6.0,2,6,N/A,2048,6,3,Coastal,2016-10-11T04:00:00,0.0,4,910,910,no_label,[],4.0,,0.12,0.2,,1.8288000000000002
114,36.002752,-75.689846,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail,Phone/Car GPS,NAD83,Taylor Calloway,Dennis Adams,NCDAR18040,End of Watersedge Drive at boat access ramp.,,,NC,Dare County,,No,36.002754,-75.689856,16585,Albemarle Sound - Colington Creek,18040,135,5,2,Nail with green washer marked with pink flagging in second rope fence post south of ramp.,36.002752,-75.689846,2016-10-14T04:00:00,2.3,2,6,N/A,1807,5,3,Coastal,2016-10-10T04:00:00,1.0,2,1578,1736,no_label,[],0.45,"CORRECTION: Original coordinates 36.14404, -75.69032 placed HWM well into Atlantic Ocean.  New coordinates based on description: 36.002752, -75.689846 (TKoenig).",0.06,,,0.70104
115,33.56964,-79.02406,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO18041,"3597 Sunfish Street, Murrells Inlet",,,SC,Georgetown County,,No,33.56964,-79.02406,16586,Murrells Inlet,18041,135,5,1,Located on property partition wall near fourth pillar,33.56964,-79.02406,2016-10-13T00:00:00,7.6,2,6,N/A,,4,1,Coastal,2016-10-11T00:00:00,0.0,2,1381,1381,no_label,[],1.49,Leveled out from HWM to obtain GPS,0.0547,0.05,,2.31648
116,31.09246,-81.572,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,,Nail,Phone/Car GPS,NAD83,Samantha Kephart,Samantha Kephart,GACAM18042,"Nail on seed line on wooden fence in between table and grill. At ""Kaye's Kitchen at the Bluff"" at Hickory Bluff Marina.",,,GA,Camden County,,No,31.09246,-81.572,16587,Little Satilla River,18042,135,5,2,"Nail on seed line on wooden fence in between table and grill. At ""Kaye's Kitchen at the Bluff"" at the Hickory Bluff Marina",31.09246,-81.572,2016-10-11T04:00:00,6.67,2,6,N/A,,5,3,Coastal,2016-10-10T04:00:00,0.0,2,1719,1719,no_label,[],0.8,Used a 4ft level to level out a stake to survey on.,0.04,,,2.033016
117,30.74061,-81.56929,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,NAD83,Paul Ankcorn,Paul Ankcorn,GACAM18044,"813 Park Street, GA 31558",,,GA,Camden County,,No,30.74061,-81.56929,16588,unknown,18044,135,5,1,Located on foundation of work shop NW corner. Flagged with marker line. A stake is located nearby for reference.,30.74061,-81.56929,2016-10-12T04:00:00,6.3,2,6,N/A,,4,3,Riverine,2016-10-11T04:00:00,0.0,2,873,873,no_label,[],0.4,A stake is located nearby for reference. Home owner: Ms. Jerri Shaw,0.07,0.05,,1.92024
118,33.86961,-78.51937,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Dominick Antolino,Marker,Phone/Car GPS,WGS84 (from Digital Map),David Crum,David Crum,NCBRU18045,Residential neighborhood and situated next to a tidal creek in the inter-coastal waterway.,,,NC,Brunswick County,,No,33.86961,-78.51937,16590,Atlantic Ocean,18045,135,5,1,A sharpie mark on the hinge side of door jamb. Door is typical outside residential door and leads to a garage.,33.86961,-78.51937,2016-10-13T04:00:00,6.8,2,6,N/A,2134,4,3,Coastal,2016-10-11T04:00:00,0.0,4,1728,1728,no_label,[],0.8,Mark was measured form top of the concrete slab. Mark was transferred from the seed-line left on inside of garage door.,0.12,0.02,,2.0726400000000003
119,33.57117,-79.01733,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO18046,122 Cedar Point Avenue residence,,,SC,Georgetown County,,No,33.57117,-79.01733,16591,Murrells Inlet,18046,135,5,1,Rear of residence on 2nd column of piling to the right and 3rd row towards the house,33.57117,-79.01733,2016-10-15T00:00:00,6.8,2,6,N/A,,4,1,Coastal,2016-10-11T00:00:00,0.0,2,1381,1381,no_label,[],1.46,Leveled out from high water mark to stake in the yard where there was clear skys for GPS.,0.0434,0.05,,2.0726400000000003
120,33.57533,-79.01186,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Andy Caldwell,Andy Caldwell,SCHOR18048,"458 Vereen Road, Murrels Inlet, SC",,,SC,Horry County,,No,33.57533,-79.01186,16593,Murrells Inlet,18048,135,5,1,Car garage under house on middle beam and white access gate to pool,33.57533,-79.01186,2016-10-15T00:00:00,6.7,2,6,N/A,,4,1,Coastal,2016-10-11T00:00:00,0.0,2,1381,1381,no_label,[],1.42,Used line level to transfer mark to stake in the yard.,0.0854,0.05,,2.04216
121,33.57831,-79.00683,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Andy Caldwell,Andy Caldwell,SCHOR18051,3174 First Avenue residence,,,SC,Horry County,,No,33.57831,-79.00683,16597,Murrells Inlet,18051,135,5,1,HWM on inside of fence on right near house at 3174 First Avenue,33.57831,-79.00683,2016-10-15T00:00:00,7.5,2,6,N/A,,4,1,Coastal,2016-10-11T00:00:00,0.0,2,1381,1381,no_label,[],2.01,Set TBM in open lot across street. Ran levels to tie in HWM.,0.0854,0.05,,2.286
122,33.91831,-78.02818,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail,Phone/Car GPS,NAD83,Samantha Snyder,Samantha Snyder,NCBRU18052,Southport Marina NC-BRU-403,,,NC,Brunswick County,,No,33.91831,-78.02818,16598,Intracoastal Waterway/Cape Fear,18052,135,5,2,seedline located by stairs by backdoor of Southport Marina office complex.  Pink flagging on nail.,33.91831,-78.02818,2016-10-13T04:00:00,5.6,2,6,N/A,2049,5,3,Coastal,2016-10-11T04:00:00,1.0,2,1361,1361,no_label,[],1.16,,0.122,0.1,,1.70688
123,34.67802971,-77.10895145,Matthew October 2016,Vegetation line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail and HWM tag,Handheld GPS,NAD83,Bobby Connor,Bobby Connor,NCCAR18053,"Public Boat Launch, Cedar Point, NC. Eastern Side of parking lot on wooden fence post.",,,NC,Carteret County,,No,34.67802971,-77.10895145,16599,White Oak River/Pogue Sound,18053,135,4,2,Nail with HWM disk and flag attached on the East side of the public boat launch parking lot in wooden fence post.,34.67802971,-77.10895145,2016-10-14T04:00:00,2.4,2,6,N/A,2071,6,1,Coastal,2016-10-11T04:00:00,0.0,2,1737,1737,no_label,[],0.26,,0.23,0.1,,0.7315200000000001
124,33.57681,-79.00056,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Handheld GPS,NAD83,Andy Caldwell,Andy Caldwell,SCHOR18055,"204 Dogwood Drive South, Murrells Inlet, SC",,,SC,Horry County,,No,33.57681,-79.00056,16601,Atlantic Ocean,18055,135,5,1,HWM on left side of front door at 204 Dogwood Drive South,33.57681,-79.00056,2016-10-15T00:00:00,7.2,2,6,N/A,,4,1,Coastal,2016-10-11T00:00:00,0.0,2,1381,1381,no_label,[],1.74,"Leveled mark out to stake in the ground with level line. *Home owner said line was just where the water settled, and that the water actually got up a foot higher. Could not find evidence to prove this claim. *",0.0854,0.05,,2.19456
125,30.7412,-81.59854,Matthew October 2016,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Paul Ankcorn,Paul Ankcorn,GACAM18056,2111 shadowlane Drive. St Marys GA 31558,,,GA,Camden County,,No,30.7412,-81.59854,16602,unknown,18056,135,5,1,1 ft. west of ramp to workshed. Top of flagged stake. Stake is set level from seed line found under ramp,30.7412,-81.59854,2016-10-12T04:00:00,6.64,2,6,N/A,,7,3,Riverine,2016-10-11T04:00:00,0.0,2,873,873,no_label,[],0.15,,0.07,0.05,,2.023872
126,31.61864,-81.26508,Matthew October 2016,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Timothy Pojunas,Chris Walls,GAMCI18050,"Barbour River Club 100 feet south of eight sided building, on Goulds Landing Rd",,,GA,Mcintosh County,,No,31.61864,-81.26508,16603,Barbour River,18050,135,5,3,south of 8 sided building on Barbour River Club property,31.61864,-81.26508,2016-10-12T04:00:00,6.26,2,6,N/A,,7,3,Coastal,2016-10-11T04:00:00,0.0,2,1723,1721,no_label,[],0.0,TALKED TO LOCAL LAND OWNER. HE TOOK A PICTURE OF RACK LINE THAT WAS FLAGGED AS A HWM DURING DAY LIGHT HOURS PRIOR TO STORM SURGE. CBW/PDA,0.12,0.2,,1.908048
127,36.00944,-75.69861,Matthew October 2016,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Bryce McClenney,Nail,Phone/Car GPS,NAD83,Taylor Calloway,Dennis Adams,NCDAR18057,Bulkhead in first lot on right. Sunrise Crossing Rd.,,,NC,Dare County,,No,36.00944,-75.69861,16604,Albemarle Sound - Kitty Hawk Bay/Colington Cut Trib,18057,135,5,2,"Seed line marked by nail with green washer and pink flagging on face of Northeast Bulk head (parallel with sunrise crossing dr.) in the first (vacant) lot, directly across from the 'Sunrise Crossing' sign.",36.00944,-75.69861,2016-10-14T04:00:00,3.5,2,6,N/A,1813,5,3,Coastal,2016-10-11T04:00:00,1.0,2,1578,1736,no_label,[],-0.7,,0.06,,,1.0668
128,30.2875833333333,-81.4207222222222,Matthew October 2016,Debris,Poor: +/- 0.40 ft,NAVD88,Level Gun,Darrell Lambeth,Paint,Map (digital or paper),WGS84 (from Digital Map),Corin Downs,Corin Downs,FLDUV03114,Beach Boulevard,,South Atlantic,FL,Duval County,0,No,30.2875833333333,-81.4207222222222,16607,Pablo Creek,3114,135,2,4,Debris wash line on driveway adjacent to sensor,30.2875833333333,-81.4207222222222,2016-10-09T04:00:00,5.429,2,2,N/A,1997,3,4,Riverine,2016-10-09T04:00:00,1.0,4,101,101,no_label,[],,,,,2225,1.6547592000000002
